location,country,date,current_infected,cumulative_infected,new_infected,deaths,recovered,recovery_rate,mortality_rate,population_impact_percentage
San Diego,India,2024-04-22,18749,31400,10965,668,11983,38.16242038216561,2.127388535031847,2.103776479778956
San Diego,International,2024-04-23,220305,438909,3682,9749,208855,47.58503471106767,2.221189358158525,4.403838454985747
San Diego,India,2024-04-24,697533,792736,93152,10360,84843,10.702554192063939,1.306866346425544,8.559613266009837
San Diego,India,2024-04-25,15957,95990,13270,2380,77653,80.8969684342119,2.479424940097927,1.252196137303
San Diego,India,2024-04-26,1505,28152,1365,896,25751,91.4712986643933,3.1827223643080425,1.089375454922215
San Diego,India,2024-04-27,22696,33187,4384,1215,9276,27.95070358875463,3.6610721065477447,1.2027857572074003
San Diego,International,2024-04-28,633029,724533,217585,19599,71905,9.924323667797049,2.705052771923432,7.656318901750285
San Diego,International,2024-04-29,70693,270695,55354,10260,189742,70.09438667134597,3.7902436321321042,6.1442037434712375
San Diego,India,2024-04-30,67191,91992,48295,3050,21751,23.644447343247236,3.3155056961474907,4.667450731280627
San Diego,India,2024-05-01,34113,130412,15592,3248,93051,71.35156273962518,2.4905683526055884,6.857617617828166
San Diego,India,2024-05-02,170162,181084,165809,436,10486,5.7906827770537435,0.24077223829824831,2.79090771081422
San Diego,India,2024-05-03,216959,430061,53583,7610,205492,47.78205882421331,1.7695164174384566,5.117402746251379
San Diego,International,2024-05-04,29033,30716,6336,1123,560,1.8231540565177755,3.6560750097668966,2.421393018353585
San Diego,International,2024-05-05,75008,526024,49694,10215,440801,83.79864797043481,1.9419266041093182,8.768001920204822
San Diego,India,2024-05-06,91614,181761,13942,8625,81522,44.85120570419397,4.74524237872811,7.140317706248411
San Diego,International,2024-05-07,66224,647199,60798,6002,574973,88.84021761467493,0.9273809137529571,9.530337133251901
San Diego,International,2024-05-08,188368,569815,163503,22601,358846,62.97587813588621,3.9663750515518195,8.24519445731466
San Diego,India,2024-05-09,211,775,5,10,554,71.48387096774194,1.2903225806451613,0.05980875090774249
San Diego,International,2024-05-10,21949,60523,5383,191,38383,63.418865555243464,0.31558250582423214,4.061899964899729
San Diego,International,2024-05-11,22043,658492,17352,3800,632649,96.07542688445722,0.5770761072268151,6.7185088136989455
San Diego,International,2024-05-12,20083,131075,10877,6135,104857,79.99771123402633,4.680526416173946,5.1329133801531786
San Diego,International,2024-05-13,7268,36547,6942,1200,28079,76.82983555421785,3.2834432374750326,1.8108782514250379
San Diego,India,2024-05-14,86153,271004,18983,8597,176254,65.03741642189783,3.172277899957196,3.3540555626376105
San Diego,International,2024-05-15,417965,503029,397944,23123,61941,12.313604185842168,4.596752871106835,7.8693192617783865
San Diego,International,2024-05-16,113073,227133,64190,10028,104032,45.80223921667041,4.41503436312645,4.923781356906242
San Diego,India,2024-05-17,101716,109106,13180,2323,5067,4.644107565120159,2.129122138104229,9.801413266305294
San Diego,India,2024-05-18,66719,123886,7952,551,56616,45.700079104983615,0.44476373440098155,3.498551001308645
San Diego,International,2024-05-19,70179,105316,48339,3463,31674,30.075202248471268,3.288199323939382,1.8387251766165056
San Diego,India,2024-05-20,208489,211286,101761,1091,1706,0.8074363658737446,0.5163617087738894,6.320710718727087
San Diego,International,2024-05-21,75879,200258,17920,2009,122370,61.10617303678255,1.003205864434879,5.265041181362315
San Diego,International,2024-05-22,70759,111028,31574,4364,35905,32.33868933962604,3.9305400439528766,3.8330959254454076
San Diego,International,2024-05-23,88467,166528,60354,633,77428,46.495484242890086,0.3801162567255957,3.801813833764247
San Diego,International,2024-05-24,58506,629248,28929,9953,560789,89.1205057465419,1.581729302278275,8.134140514960919
San Diego,India,2024-05-25,100163,122059,92921,4384,17512,14.347159980009666,3.5917056505460474,5.958256714809215
San Diego,India,2024-05-26,1933,17969,1365,379,15657,87.13339640491958,2.1091880460793586,2.0839228638891854
San Diego,India,2024-05-27,286172,296874,129859,10595,107,0.03604222666855299,3.568854126666532,3.4760927730865734
San Diego,India,2024-05-28,25391,36781,1749,1610,9780,26.58981539381746,4.377259998368723,0.711082120405472
San Diego,International,2024-05-29,24953,81691,3083,863,55875,68.39798753840692,1.0564199238594216,2.3795341017230363
San Diego,International,2024-05-30,142192,208387,79895,5171,61024,29.283976447667083,2.4814407808548515,2.9475127536677537
San Diego,India,2024-05-31,24453,55000,5566,1003,29544,53.71636363636364,1.8236363636363637,2.5812967684041768
San Diego,International,2024-06-01,37768,49210,23695,810,10632,21.605364763259498,1.646006909164804,1.9310678243917294
San Diego,International,2024-06-02,34581,35493,22236,1559,-647,-1.8228946552841403,4.392415405854676,2.8668354798454025
San Diego,India,2024-06-03,19565,124406,2838,1680,103161,82.92284938025497,1.3504171824510072,8.661012217425478
San Diego,India,2024-06-04,71844,73398,34663,2405,-851,-1.1594321371154526,3.276656039674106,1.4062099463518203
San Diego,International,2024-06-05,137663,640634,32899,13900,489071,76.3417177358679,2.1697256155620837,6.894417905680415
San Diego,India,2024-06-06,73281,608304,39809,25966,509057,83.68463794418581,4.2685893895157685,6.745965339296093
San Diego,India,2024-06-07,507184,664734,137561,17513,140037,21.066622137576836,2.634587669654328,7.54751557851524
San Diego,International,2024-06-08,163705,176912,111496,3566,9641,5.449602062042145,2.0156914172017726,2.774122843124664
San Diego,International,2024-06-09,53265,167938,43668,7115,107558,64.04625516559683,4.236682585239791,5.668908062272991
San Diego,India,2024-06-10,49033,290711,41911,5857,235821,81.11870551853903,2.014715645434813,6.452176356365053
San Diego,International,2024-06-11,11367,24237,10558,411,12459,51.404876841193214,1.6957544250526055,3.2220070111255423
San Diego,International,2024-06-12,11541,129907,3204,4157,114209,87.91597065593079,3.1999815252449832,1.4621531526836717
San Diego,India,2024-06-13,56315,144001,25180,6384,81302,56.45933014354066,4.4333025465100935,6.157504449193672
San Diego,International,2024-06-14,261225,264507,39472,10948,-7666,-2.8982219752218277,4.139020895477246,4.7479352861879125
San Diego,International,2024-06-15,9974,177016,9151,243,166799,94.22820535996746,0.13727572648800107,6.926530243310536
San Diego,India,2024-06-16,19912,77789,9796,3492,54385,69.91348391160705,4.489066577536669,3.034539739952322
San Diego,India,2024-06-17,101639,151621,89676,3880,46102,30.406078313690056,2.559012274025366,6.632665113426486
San Diego,International,2024-06-18,24908,66934,22439,2835,39191,58.55170765231422,4.235515582514118,4.609211398870249
San Diego,International,2024-06-19,120511,676745,108592,23531,532703,78.71546889892058,3.477085165017843,7.5877137217150255
San Diego,India,2024-06-20,120059,161620,28820,6294,35267,21.820938002722436,3.8943200098997646,5.6542339058819495
San Diego,International,2024-06-21,348746,536300,175045,14448,173106,32.27782957300019,2.694014544098452,9.692263845723305
San Diego,International,2024-06-22,50758,69678,29951,1671,17249,24.755302965067884,2.3981744596572807,9.641878615116376
San Diego,India,2024-06-23,93209,199665,39464,6952,99504,49.83547441965292,3.4818320687150974,4.180485414939323
San Diego,India,2024-06-24,27210,45086,17462,1345,16531,36.66548374218161,2.9831876857561106,1.743621911796384
San Diego,International,2024-06-25,0,7084,0,208,6876,97.06380575945794,2.9361942405420667,0.11625376667783692
San Diego,International,2024-06-26,6365,71152,1138,901,63886,89.78805936586463,1.266303125702721,0.8729929701195728
San Diego,International,2024-06-27,440782,576474,154687,7844,127848,22.17758303063104,1.3606858245124671,8.228059848739601
San Diego,International,2024-06-28,252141,665634,237114,17148,396345,59.54398363064387,2.5761905191141077,9.195354980454653
Dallas,International,2024-01-01,60701,65674,2536,1575,3398,5.174041477601486,2.3982093370283524,3.1234483585178814
Dallas,International,2024-01-02,21180,57894,12934,1768,34946,60.362040971430545,3.0538570490897157,0.8917022434719553
Dallas,International,2024-01-03,24984,44075,4796,180,18911,42.90640952921157,0.40839478162223486,1.597709882710151
Dallas,International,2024-01-04,37733,106640,33967,488,68419,64.15885221305327,0.4576144036009002,2.3770287719895777
Dallas,India,2024-01-05,5560,61323,47,163,55600,90.66744940723709,0.26580565203920226,0.7616744939838483
Dallas,International,2024-01-06,76048,108087,6633,532,31507,29.149666472378733,0.4921961012887766,9.081849828129897
Dallas,International,2024-01-07,13898,40044,10055,1610,24536,61.27260013984617,4.020577364898611,1.787607545950183
Dallas,International,2024-01-08,170447,183108,41040,7847,4814,2.629049522686065,4.285449024619351,4.863412085648621
Dallas,India,2024-01-09,7047,30103,3435,467,22589,75.03903265455271,1.55134039796698,0.8508664546967246
Dallas,India,2024-01-10,19277,185627,5500,1482,164868,88.8168208288665,0.7983752363610896,5.836260733494918
Dallas,India,2024-01-11,291719,596231,124792,24097,280415,47.03126808233721,4.041554363996505,8.971945543934666
Dallas,India,2024-01-12,65543,66985,26949,1923,-481,-0.7180712099723819,2.8707919683511234,1.4920030773329127
Dallas,International,2024-01-13,33653,59926,15894,1351,24922,41.58795848212796,2.254447151486834,0.8825729905506986
Dallas,International,2024-01-14,15655,228259,198,11053,201551,88.29925654629172,4.8423063274613485,3.2135400073123632
Dallas,India,2024-01-15,88994,165750,61751,5499,71257,42.99064856711915,3.317647058823529,3.9806766069505137
Dallas,India,2024-01-16,45495,130209,39659,1139,83575,64.18527137141058,0.874747521292691,3.4018258338534566
Dallas,International,2024-01-17,115871,549750,73252,24566,409313,74.4543883583447,4.468576625738972,7.868684924114961
Dallas,International,2024-01-18,309739,383061,227918,3839,69483,18.138886495884467,1.0021902516831522,7.406099140468621
Dallas,India,2024-01-19,37571,211795,1734,5562,168662,79.63455227932671,2.626124318326684,4.695014167395615
Dallas,India,2024-01-20,39253,88342,7754,2154,46935,53.12874963211157,2.438251341377827,4.952896964246769
Dallas,India,2024-01-21,58953,286561,54639,12203,215405,75.16898670789116,4.258430142273372,4.115468829482372
Dallas,International,2024-01-22,5446,29912,5241,213,24253,81.0811714362129,0.7120887937951323,2.1958354591602647
Dallas,India,2024-01-23,343646,501205,267747,1240,156319,31.188635388713205,0.2474037569457607,6.83522911767646
Dallas,India,2024-01-24,52471,213656,18582,6741,154444,72.28629198337515,3.155071704047628,8.061778695767996
Dallas,International,2024-01-25,58236,141303,10978,4419,78648,55.659115517717254,3.127322137534235,1.8914904548021017
Dallas,International,2024-01-26,5006,72389,1579,2634,64749,89.44591029023746,3.638674384229648,2.0361545484872505
Dallas,India,2024-01-27,371671,610364,329755,10795,227898,37.33804746020407,1.768616759835115,7.161254950198535
Dallas,India,2024-01-28,29440,39175,11465,1779,7956,20.30887045309509,4.541161455009572,3.795078362192398
Dallas,International,2024-01-29,48323,139000,46729,72,90605,65.18345323741008,0.051798561151079135,5.5836366506696145
Dallas,International,2024-01-30,3899,23297,2228,1053,18345,78.74404429754904,4.519895265484827,4.013451099362072
Dallas,International,2024-01-31,78467,90075,16112,1634,9974,11.072994726616708,1.814043852345268,2.0825660265333825
Dallas,India,2024-02-01,14236,259776,2054,4831,240709,92.66021495442227,1.859679108154718,4.406654765224719
Dallas,India,2024-02-02,87241,93159,31549,375,5543,5.950042400626885,0.4025375970115609,6.575728271841097
Dallas,International,2024-02-03,329656,432106,254800,11736,90714,20.993459938070753,2.7160002406816846,4.470605787124524
Dallas,India,2024-02-04,2995,197426,1765,3170,191261,96.87731099247313,1.6056649073576936,4.134091946094688
Dallas,International,2024-02-05,142922,333852,70140,10184,180746,54.139558846434944,3.0504534943627712,8.317326592813933
Dallas,International,2024-02-06,52060,66773,45963,1583,13130,19.663636499782847,2.37071870366765,1.6368053603028434
Dallas,India,2024-02-07,110873,204923,42254,7653,86397,42.16071402429205,3.7345734739389918,2.3267802100316457
Dallas,International,2024-02-08,657815,686402,543809,11280,17307,2.521408737154029,1.6433518550353874,8.732965423461074
Dallas,International,2024-02-09,122640,314885,33503,7773,184472,58.583927465582676,2.468520253425854,3.525022019843159
Dallas,India,2024-02-10,196473,393058,94911,11140,185445,47.18005994026327,2.834187320955177,5.41427261647371
Dallas,International,2024-02-11,17279,63669,2530,2098,44292,69.56603684681714,3.295167192825394,1.0688930613363203
Dallas,International,2024-02-12,307340,459107,199046,22522,129245,28.15138954535653,4.905610239007465,4.8772028080191845
Dallas,India,2024-02-13,83838,244048,23962,8202,152008,62.286107650953916,3.3608142660460234,2.5519840963188702
Dallas,India,2024-02-14,29093,190856,21027,1327,160436,84.06128180408265,0.6952885945424824,2.1794459528098837
Dallas,International,2024-02-15,73403,91322,60400,2827,15092,16.526138279932546,3.0956396049144788,2.3405149071285467
Dallas,International,2024-02-16,5093,77530,2093,900,71537,92.27008899780729,1.1608409647878242,5.344942882946233
Dallas,India,2024-02-17,5460,365923,1592,18231,342232,93.52568709810534,4.982195707840174,5.653684096192802
Dallas,International,2024-02-18,61534,117362,37676,2359,53469,45.55903955283652,2.0100202791363473,2.1574579196254
Dallas,India,2024-02-19,97498,290030,57030,11484,181048,62.42388718408441,3.9595903872013243,6.292894386429236
Dallas,International,2024-02-20,3024,90719,88,1970,85725,94.49508923158324,2.171540691586107,2.930669771384563
Dallas,International,2024-02-21,163524,241543,139977,4177,73842,30.570954240031796,1.7292987169986296,3.0730145498828776
Dallas,International,2024-02-22,2059,6785,1864,282,4444,65.49742078113485,4.156226971260132,0.4575938320263078
Dallas,International,2024-02-23,26486,77719,25008,202,51031,65.66090659941585,0.2599107039462679,2.3868716683716698
Dallas,International,2024-02-24,68351,140443,17150,2384,69708,49.634371239577625,1.6974858127496564,2.3154298571962264
Dallas,International,2024-02-25,53577,53686,6279,187,-78,-0.14528927467123645,0.3483217226092464,5.236611214342497
Dallas,International,2024-02-26,326603,507418,174170,18546,162269,31.979354299610975,3.6549747939568564,8.438689870854708
Dallas,India,2024-02-27,46632,400774,24561,3499,350643,87.49145403643949,0.8730606276854286,5.024909898699118
Dallas,International,2024-02-28,263324,271834,126481,6730,1780,0.6548113922467389,2.4757756572025573,5.876667252530401
Dallas,International,2024-02-29,66828,156030,28319,6642,82560,52.91290136512209,4.2568736781388195,2.1455350100490738
Dallas,India,2024-03-01,74891,532928,43382,19920,438117,82.20941665665906,3.737840758976822,7.013367731991568
Dallas,International,2024-03-02,309033,476709,291234,9032,158644,33.279002494184084,1.8946569080927778,4.940558441495181
Dallas,International,2024-03-03,226820,299118,9931,13786,58512,19.561510841875112,4.608883450678328,3.9735574403540626
Dallas,International,2024-03-04,96473,168515,82362,2529,69513,41.250333798178204,1.5007566092039284,5.7647973623182756
Dallas,International,2024-03-05,108664,852278,29087,18617,724997,85.06578839298913,2.1843811526286023,8.642567717072163
Dallas,India,2024-03-06,20676,463940,5805,16442,426822,91.99939647368194,3.543992757684183,6.352448185936106
Dallas,India,2024-03-07,431980,621583,396543,22783,166820,26.83792832172051,3.6653190322129143,8.335032970274792
Dallas,International,2024-03-08,43215,81459,1428,2203,36041,44.24434378030666,2.7044279944511964,1.9072578067764443
Dallas,International,2024-03-09,58481,571468,18690,23098,489889,85.72465999846011,4.041871110893348,9.988214470421083
Dallas,India,2024-03-10,138041,351666,33326,11639,201986,57.43688613627703,3.309674520709992,6.169587606438745
Dallas,India,2024-03-11,5183,37005,2671,1593,30229,81.68896095122281,4.304823672476692,1.4051332835654275
Dallas,International,2024-03-12,116516,512387,86015,16146,379725,74.109023062646,3.1511338109671008,9.620961309385219
Dallas,India,2024-03-13,650232,671272,273976,19389,1651,0.24595097069444277,2.8883969538428538,9.99162888950015
Dallas,India,2024-03-14,177685,208933,45218,9588,21660,10.366959743075531,4.589030933361412,3.366208699364807
Dallas,India,2024-03-15,342448,643550,154040,31703,269399,41.86139383109316,4.926268355217155,6.5704249912809525
Dallas,International,2024-03-16,4012,5683,277,171,1500,26.394509941932075,3.008974133380257,0.1295625900389326
Dallas,International,2024-03-17,181194,228461,5703,8376,38891,17.02303675463208,3.666271267306017,4.0559399838551355
Dallas,International,2024-03-18,5482,11891,3130,453,5956,50.08830207720124,3.80960390211084,0.25619132629372743
Dallas,International,2024-03-19,59045,136648,15656,2712,74891,54.805778350213686,1.9846613195948715,2.5195031573994364
Dallas,India,2024-03-20,10863,163791,3222,5749,147179,89.85780659498995,3.509960864760579,4.1930678482312755
Dallas,India,2024-03-21,247,4902,142,46,4609,94.02284781721745,0.9383924928600571,0.07909882205362939
Dallas,International,2024-03-22,8925,180588,3290,4397,167266,92.62298713092785,2.434824019314683,4.180177143883573
Dallas,India,2024-03-23,148616,206545,20735,6874,51055,24.718584327870442,3.3280883100534995,9.257470585361503
Dallas,India,2024-03-24,201291,254477,58143,845,52341,20.56806705517591,0.3320535844103789,2.9802155528846352
Dallas,India,2024-03-25,52446,151723,4592,4602,94675,62.39989981743045,3.0331591123297064,4.115408171956212
Dallas,India,2024-03-26,40741,397856,22538,8662,348453,87.58269323574358,2.1771696292125795,4.461119771830928
Dallas,India,2024-03-27,10021,43928,2188,1576,32331,73.59998178838099,3.587688945547259,2.304165836157066
Dallas,International,2024-03-28,19066,93846,3745,4025,70755,75.39479572917332,4.288941457281077,1.2618950612552793
Dallas,International,2024-03-29,75637,122882,4415,2535,44710,36.384498950212404,2.062954704513273,5.190939659688076
Dallas,India,2024-03-30,56957,885402,43649,17919,810526,91.54327638744887,2.0238264652666245,9.042644130985886
Dallas,India,2024-03-31,14654,73383,11160,2075,56654,77.20316694602292,2.827630377607893,0.98813651777314
Dallas,India,2024-04-01,15693,94414,11567,4675,74046,78.4269282097994,4.951596161586205,5.66256251735552
Dallas,International,2024-04-02,176368,623939,150330,27101,420470,67.38960058595471,4.3435335826098385,6.6016181470831965
Dallas,International,2024-04-03,21488,444714,13587,18855,404371,90.92832696969289,4.2398035591413805,5.589399102582166
Dallas,International,2024-04-04,31304,42588,13448,493,10791,25.338123415046493,1.1576030806800037,0.792083922061531
Dallas,International,2024-04-05,200310,390355,40059,7122,182923,46.860678100703204,1.8244930896235478,5.7295914083796715
Dallas,India,2024-04-06,9665,20037,1349,557,9815,48.984378899036784,2.7798572640614863,1.5583694401862858
Dallas,India,2024-04-07,15143,41164,3770,941,25080,60.92702361286562,2.2859780390632594,0.43334056901056994
Dallas,India,2024-04-08,396231,444476,10962,1008,47237,10.627570442498582,0.22678389834321763,4.85868019751902
Dallas,International,2024-04-09,12850,478661,5752,3299,462512,96.6262135415252,0.6892142873557695,8.47592955073382
Dallas,India,2024-04-10,10126,10418,8162,277,15,0.14398157035899406,2.6588596659627566,0.3845304911493025
Dallas,International,2024-04-11,54331,86096,44546,2993,28772,33.41850957071176,3.476351979186025,2.436225096151887
Dallas,India,2024-04-12,61657,66342,31954,2578,2107,3.1759669590907724,3.8859244520816376,0.8254406219508826
Dallas,International,2024-04-13,491715,689143,219385,24338,173090,25.116702919423112,3.5316327670744676,7.015059908293816
Dallas,India,2024-04-14,57201,65681,24304,780,7700,11.723329425556859,1.1875580457057597,6.497536750885385
Dallas,India,2024-04-15,18410,73713,15556,2995,52308,70.96170282039803,4.063055363368741,0.7443493701057183
Dallas,International,2024-04-16,143999,637011,4750,9496,483516,75.90386979188743,1.4907120913139649,6.711929790844286
Dallas,India,2024-04-17,379242,641607,149063,15252,247113,38.51469824986323,2.3771561095810987,8.69715327223433
Dallas,India,2024-04-18,635415,766653,524536,17142,114096,14.882352250627076,2.2359529017691187,9.799795555577145
Dallas,India,2024-04-19,54402,55870,21075,776,692,1.2385895829604439,1.3889386074816539,0.7065366463878298
Dallas,India,2024-04-20,65607,166065,4297,2241,98217,59.1437087887273,1.34947159244874,2.0004225744371857
Dallas,International,2024-04-21,325460,625925,84591,28391,272074,43.46750808802972,4.535846946519151,7.5547562164627005
Dallas,India,2024-04-22,278720,417971,70193,6896,132355,31.66607252656285,1.649875230578198,9.93884570131744
Dallas,India,2024-04-23,266520,341843,45601,7457,67866,19.852973441024098,2.1814107645907623,4.132414532761041
Dallas,India,2024-04-24,74508,97969,35796,3772,19689,20.097173595729263,3.8501975114577056,6.3942297964881964
Dallas,India,2024-04-25,25784,160299,7111,4403,130112,81.16831670815165,2.746742025839213,9.1052023804317
Dallas,International,2024-04-26,115501,362188,46311,9430,237257,65.5065877389643,2.6036202193336058,4.321125371907078
Dallas,India,2024-04-27,121610,211217,63257,6034,83573,39.56736436934527,2.856777626800873,4.053725970604024
Dallas,India,2024-04-28,65375,90015,13285,162,24478,27.193245570182746,0.17997000499916682,1.6512305395927531
Dallas,India,2024-04-29,207017,291701,203490,4444,80240,27.507619103122714,1.5234778077552014,6.422285982511715
Dallas,International,2024-04-30,159394,213587,89771,5576,48617,22.762153127297076,2.610645779003404,4.277253379606313
Dallas,India,2024-05-01,5484,32550,3731,276,26790,82.30414746543778,0.847926267281106,0.9491207147418421
Dallas,International,2024-05-02,42082,69470,857,1141,26247,37.78177630631927,1.6424355837051965,2.5786981787271324
Dallas,International,2024-05-03,6506,278643,3191,8067,264070,94.77001037169424,2.8951023352461753,6.504836554434699
Dallas,International,2024-05-04,211157,389155,14710,8548,169450,43.54306124808881,2.196554072284822,4.856952329341444
Dallas,International,2024-05-05,141111,215292,2655,42,74139,34.436486260520596,0.019508388607101055,7.964921964541646
Dallas,India,2024-05-06,263216,359959,105998,425,96318,26.758047444292266,0.11806900230304006,6.933391220903165
Dallas,India,2024-05-07,16844,136728,16086,2533,117351,85.8280674038968,1.852583230940261,1.624480216350235
Dallas,India,2024-05-08,88824,627126,73793,12961,525341,83.76960929701526,2.0667298118719364,7.149533749108626
Dallas,India,2024-05-09,67383,90498,48146,1943,21172,23.39499215452275,2.1470087736745564,9.632796084634233
Dallas,India,2024-05-10,4434,432398,455,13177,414787,95.92713194788135,3.0474239011281274,4.483782455077197
Dallas,India,2024-05-11,2561,12516,1750,40,9915,79.21860019175455,0.31959092361776925,1.6606715662404417
Dallas,International,2024-05-12,43102,184162,41453,1473,139587,75.7957667705607,0.7998392719453524,7.576347866439521
Dallas,India,2024-05-13,63592,359532,50786,7431,288509,80.2457083096915,2.0668535763158773,6.782354469192647
Dallas,International,2024-05-14,6814,33716,3658,1392,25510,75.6614070470993,4.128603630323882,2.7234996760815724
Dallas,International,2024-05-15,59875,492794,36805,14787,418132,84.84924735284926,3.0006453000645297,8.130653001019644
Dallas,International,2024-05-16,36281,558282,3581,13865,508136,91.01780103961798,2.4835119169165405,8.05573949181262
Dallas,India,2024-05-17,369087,664574,219979,14118,281369,42.33824976601552,2.1243683923836922,6.9606568201185315
Dallas,International,2024-05-18,91244,137845,36133,2828,43773,31.755232326163448,2.0515796728209224,5.043833730768429
Dallas,India,2024-05-19,13954,149061,225,6170,128937,86.49948678728843,4.13924500707764,6.731454866904955
Dallas,India,2024-05-20,3368,6511,3126,72,3071,47.166333896482875,1.1058209184457073,0.28900374271165497
Dallas,International,2024-05-21,4460,27372,4110,600,22312,81.51395586730966,2.1920210434020166,0.5104816397628121
Dallas,International,2024-05-22,32214,276794,2245,8876,235704,85.15502503666987,3.2067169086035103,3.896353620900224
Dallas,India,2024-05-23,297398,456263,220411,15142,143723,31.50003397163478,3.3186999603298974,5.081243002005266
Dallas,India,2024-05-24,54797,360059,434,15538,289724,80.46570145448385,4.315403864366673,8.323431613870852
Dallas,India,2024-05-25,222643,705227,121431,32955,449629,63.756634388643654,4.6729634571563485,8.865884121849696
Dallas,International,2024-05-26,142931,470818,102828,16009,311878,66.2417324741195,3.4002523268014393,8.172155814905317
Dallas,International,2024-05-27,381903,814426,358907,1449,431074,52.92979349873408,0.17791671680422777,9.536667867689514
Dallas,International,2024-05-28,35723,110596,21811,4979,69894,63.19758399942131,4.501971138196679,1.9864464134005566
Dallas,India,2024-05-29,2633,45979,34,881,42465,92.3573805432915,1.91609212901542,1.7595697341300425
Dallas,International,2024-05-30,237818,327146,63573,14863,74465,22.762008399919303,4.543231462405164,3.3195082217558043
Dallas,India,2024-05-31,54107,428669,24819,8188,366374,85.46780849559917,1.910098467582214,4.528532664100136
Dallas,International,2024-06-01,138297,149546,5966,2006,9243,6.180706939670737,1.3413932836719136,3.8146297962823517
Dallas,India,2024-06-02,54857,420438,53426,17738,347843,82.73348270137333,4.218933588305529,8.693339960957942
Dallas,International,2024-06-03,103503,103770,19981,2264,-1997,-1.9244482991230605,2.181748096752433,1.4845391619628363
Dallas,International,2024-06-04,16026,36872,14227,1453,19393,52.59546539379475,3.9406595790844006,0.6191011649115784
Dallas,International,2024-06-05,598,1549,102,6,945,61.00710135571337,0.38734667527437056,0.06512822776800224
Dallas,International,2024-06-06,44933,59865,10388,215,14717,24.583646538043933,0.35914140148667834,1.5958148678817767
Dallas,International,2024-06-07,33652,38708,32637,1127,3929,10.150356515449003,2.911542833522786,1.238880386015515
Dallas,International,2024-06-08,82127,530482,61572,24182,424173,79.95992323961981,4.5584958584834165,5.82375245061499
Dallas,India,2024-06-09,149599,205464,51223,767,55098,26.81637659151968,0.37330140559903435,3.8409949527400067
Dallas,International,2024-06-10,18334,30322,13739,919,11069,36.5048479651738,3.0308027174988457,1.8534207170895878
Dallas,India,2024-06-11,82475,208277,42218,5601,120201,57.71208534787806,2.689207161616501,3.3463055149605854
Dallas,India,2024-06-12,118957,191735,988,2814,69964,36.48994706235168,1.4676506636764284,8.952195969212308
Dallas,International,2024-06-13,47674,51810,22951,927,3209,6.1937849835939005,1.7892298784018528,0.7788316533058179
Dallas,India,2024-06-14,198639,282102,108778,4959,78504,27.828232341493504,1.757874811238488,3.3672784263545856
Dallas,India,2024-06-15,26228,156620,21853,3999,126393,80.70042140211979,2.553313753032818,5.037388020073648
Dallas,International,2024-06-16,3741,116742,3284,5222,107779,92.32238611639342,4.473111647907351,1.633470773491269
Dallas,International,2024-06-17,408685,423383,343791,2194,12504,2.9533542915043824,0.5182069190307593,4.614503463196386
Dallas,India,2024-06-18,175124,212915,80484,3445,34346,16.13132001033276,1.61801657938614,5.691874986466376
Dallas,International,2024-06-19,10869,37653,5214,1400,25384,67.41561097389318,3.718163227365681,3.051756585676609
Dallas,India,2024-06-20,1934,29708,1232,25,27749,93.40581661505318,0.08415241685741215,0.7656310322308295
Dallas,India,2024-06-21,175411,345174,63813,6754,163009,47.225167596632424,1.956694304901296,3.5025810141953495
Dallas,India,2024-06-22,192166,203187,25855,1025,9996,4.919606077160448,0.5044614074719347,2.736711017151871
Dallas,International,2024-06-23,329,61129,150,1480,59320,97.04068445418704,2.4211094570498455,1.531399974998165
Dallas,India,2024-06-24,15748,84180,7557,3457,64975,77.18579234972678,4.106676170111665,1.0616411448623089
Dallas,International,2024-06-25,11448,80378,7493,3790,65140,81.04207619000225,4.715220582746523,4.2677413274503095
Dallas,International,2024-06-26,256913,303630,160858,766,45951,15.133880051378323,0.2522807364226196,8.252880680191971
Dallas,India,2024-06-27,312192,375094,18128,10190,52712,14.053010711981532,2.716652359141975,5.997452600819095
Dallas,India,2024-06-28,64089,244528,35147,5062,175377,71.72062095138389,2.0701105803834325,3.071813154648396
San Jose,India,2024-01-01,57228,494413,16254,18163,419022,84.75141228082595,3.673649357925459,5.775485088858245
San Jose,India,2024-01-02,11919,96954,11350,414,84621,87.27953462466736,0.4270066216968872,4.7477875586164755
San Jose,International,2024-01-03,40160,137555,15486,952,96443,70.11231870888008,0.6920868016429792,5.314017873457957
San Jose,India,2024-01-04,3600,20256,2646,410,16246,80.20339652448656,2.024091627172196,3.660222367182319
San Jose,International,2024-01-05,6438,24110,2162,38,17634,73.13977602654501,0.15761094981335547,0.43580309508768034
San Jose,India,2024-01-06,224542,282297,73566,4481,53274,18.871613938511565,1.5873353241444295,9.539755147061806
San Jose,International,2024-01-07,134510,135998,110056,1581,-93,-0.06838335857880262,1.1625170958396447,2.619030424529891
San Jose,International,2024-01-08,134040,179529,98785,3487,42002,23.395663096212868,1.942304585888631,3.7039894910343896
San Jose,International,2024-01-09,433563,502882,311176,12992,56327,11.200838367648872,2.5835086561062037,5.337350340020172
San Jose,India,2024-01-10,104985,194132,27783,5103,84044,43.292192940885585,2.628623822965817,4.448702721419391
San Jose,International,2024-01-11,211925,241409,34699,800,28684,11.88190995364713,0.3313878107278519,2.7483917270800755
